framework,scenario,N,T,yield_interval_ms,run_index,n_requests,n_cancelled,run_cancel_rate,L1_mean,L1_sd,L1_median,L1_min,L1_max
aspnet,cpu,140,140,200,37,140,140,1.0,44.85,1.131,45.0,42,47
aspnet,cpu,140,140,200,38,140,140,1.0,20.864,1.271,21.0,19,26
aspnet,cpu,140,140,200,39,140,140,1.0,11.236,1.227,11.0,9,13
aspnet,cpu,140,140,200,40,140,140,1.0,8.6,0.766,9.0,7,10
aspnet,cpu,140,140,200,41,140,140,1.0,131.871,1.15,132.0,130,134
aspnet,cpu,140,140,200,42,140,140,1.0,87.829,1.156,88.0,85,90
aspnet,cpu,140,140,200,43,140,140,1.0,54.25,1.176,54.0,52,56
aspnet,cpu,140,140,200,44,140,140,1.0,8.6,0.609,9.0,7,10
aspnet,cpu,140,140,200,45,140,140,1.0,8.679,1.101,9.0,6,10
aspnet,cpu,140,140,200,46,140,140,1.0,25.75,1.12,26.0,24,28
aspnet,cpu,140,140,200,47,140,140,1.0,8.743,1.02,9.0,7,10
aspnet,cpu,140,140,200,48,140,140,1.0,8.079,0.898,8.0,6,10
aspnet,cpu,140,140,200,49,140,140,1.0,8.471,1.109,9.0,6,10
aspnet,cpu,140,140,200,50,140,140,1.0,41.836,1.029,42.0,40,44
aspnet,cpu,175,175,200,1,175,175,1.0,24.914,7.465,21,15,39
aspnet,cpu,175,175,200,2,175,175,1.0,542.463,1.504,543,540,545
aspnet,cpu,175,175,200,3,175,175,1.0,462.109,1.408,462,459,464
aspnet,cpu,175,175,200,4,175,175,1.0,467.743,12.089,471,419,473
aspnet,cpu,175,175,200,5,175,175,1.0,233.966,1.259,234,231,236
aspnet,cpu,175,175,200,6,175,175,1.0,453.909,1.443,454,451,456
aspnet,cpu,175,175,200,7,175,175,1.0,546.789,1.433,547,544,549
aspnet,cpu,175,175,200,8,175,175,1.0,338.297,1.439,338,335,341
aspnet,cpu,175,175,200,9,175,175,1.0,372.474,1.493,373,369,375
aspnet,cpu,175,175,200,10,175,175,1.0,586.474,1.473,587,584,589
aspnet,cpu,175,175,200,11,175,175,1.0,328.206,1.403,328,325,330
